ph_mode,ph_metric,other_metric,n,pearson,spearman
skip_vr,total_persistence_h1,q50_pairwise_distance,1664,0.00426596467769235,0.3444540335608814
skip_vr,total_persistence_h1,q90_pairwise_distance,1664,-0.0015594810283876233,0.34291988837226184
skip_vr,total_persistence_h1,projection_residual,208,-0.18149589703331825,-0.05862162314817563
skip_vr,max_persistence_h1,effective_rank,1664,0.5462511942903182,0.690514485275212
skip_vr,max_persistence_h1,top_k_variance_fraction,1664,-0.5241254316723332,-0.518051980152391
skip_vr,max_persistence_h1,mean_pairwise_distance,1664,-0.08794144547422368,0.07724831231242085
skip_vr,max_persistence_h1,median_pairwise_distance,1664,-0.12796725096335954,0.05952048775738244
skip_vr,max_persistence_h1,std_pairwise_distance,1664,-0.23782468479479124,-0.0263493466932794
skip_vr,max_persistence_h1,q10_pairwise_distance,1664,0.7547330485859063,0.7517179925933656
skip_vr,max_persistence_h1,q50_pairwise_distance,1664,-0.12796725096335954,0.05952048775738244
skip_vr,max_persistence_h1,q90_pairwise_distance,1664,-0.12940966493492873,0.05784547792173479
skip_vr,max_persistence_h1,projection_residual,208,-0.21307336041068684,-0.1687881893340258
skip_vr,top5_persistence_h1,effective_rank,1664,0.5677870782915115,0.7937418916897355
skip_vr,top5_persistence_h1,top_k_variance_fraction,1664,-0.5447572616459959,-0.6325319409026681
skip_vr,top5_persistence_h1,mean_pairwise_distance,1664,0.006081179468150945,0.2455297094585904
skip_vr,top5_persistence_h1,median_pairwise_distance,1664,-0.03760165738423279,0.22494104612985583
skip_vr,top5_persistence_h1,std_pairwise_distance,1664,-0.15573857078847947,0.11535219639645539
skip_vr,top5_persistence_h1,q10_pairwise_distance,1664,0.836292072511744,0.8745740583496856
skip_vr,top5_persistence_h1,q50_pairwise_distance,1664,-0.03760165738423279,0.22494104612985583
skip_vr,top5_persistence_h1,q90_pairwise_distance,1664,-0.03833180171554715,0.2256015442445585
skip_vr,top5_persistence_h1,projection_residual,208,-0.2200729345364655,-0.17279040689476338
skip_vr,betti_curve_area_h1,effective_rank,1664,0.7330896355739351,0.9156360072892622
skip_vr,betti_curve_area_h1,top_k_variance_fraction,1664,-0.7010868212748572,-0.8005867724082458
skip_vr,betti_curve_area_h1,mean_pairwise_distance,1664,0.04799223249211239,0.35919944100204054
skip_vr,betti_curve_area_h1,median_pairwise_distance,1664,0.004140504071897368,0.34329501848208605
skip_vr,betti_curve_area_h1,std_pairwise_distance,1664,-0.1278106686668939,0.17051440889217445
skip_vr,betti_curve_area_h1,q10_pairwise_distance,1664,0.9107628207064405,0.9244326609689065
skip_vr,betti_curve_area_h1,q50_pairwise_distance,1664,0.004140504071897368,0.34329501848208605
skip_vr,betti_curve_area_h1,q90_pairwise_distance,1664,-0.0017326347813853063,0.3417819675538642
skip_vr,betti_curve_area_h1,projection_residual,208,-0.17875819002848767,0.003659653277550154
skip_vr,betti_curve_peak_h1,effective_rank,1664,0.6403459900966144,0.8824470054943894
skip_vr,betti_curve_peak_h1,top_k_variance_fraction,1664,-0.6034032510749835,-0.8334971000190989
skip_vr,betti_curve_peak_h1,mean_pairwise_distance,1664,0.3488166291961388,0.3632184645214149
skip_vr,betti_curve_peak_h1,median_pairwise_distance,1664,0.31801985517082737,0.36142996001753686
skip_vr,betti_curve_peak_h1,std_pairwise_distance,1664,0.20410106382643634,0.16632944639366357
skip_vr,betti_curve_peak_h1,q10_pairwise_distance,1664,0.8136183983262532,0.785688291890175
skip_vr,betti_curve_peak_h1,q50_pairwise_distance,1664,0.31801985517082737,0.36142996001753686
skip_vr,betti_curve_peak_h1,q90_pairwise_distance,1664,0.30782031824167927,0.3530247345935583
skip_vr,betti_curve_peak_h1,projection_residual,208,-0.03870662542768151,0.12475286250368144
skip_vr,betti_curve_change_h1,effective_rank,1664,0.6643464499737814,0.5093192806930537
skip_vr,betti_curve_change_h1,top_k_variance_fraction,1664,-0.6260493532351886,-0.3661072471968918
skip_vr,betti_curve_change_h1,mean_pairwise_distance,1664,-0.14118401323590293,0.018312961440534237
skip_vr,betti_curve_change_h1,median_pairwise_distance,1664,-0.16654752600231582,0.022543976457016026
skip_vr,betti_curve_change_h1,std_pairwise_distance,1664,-0.23858064877948837,-0.11495717788523108
skip_vr,betti_curve_change_h1,q10_pairwise_distance,1664,0.474393332529367,0.225624348965798
skip_vr,betti_curve_change_h1,q50_pairwise_distance,1664,-0.16654752600231582,0.022543976457016026
skip_vr,betti_curve_change_h1,q90_pairwise_distance,1664,-0.1691891814900803,0.018495263457844337
skip_vr,betti_curve_change_h1,projection_residual,208,-0.4074096835633133,-0.33718230260853205
event_driven,total_persistence_h1,effective_rank,1664,0.7311958658786024,0.9105954111628729
event_driven,total_persistence_h1,top_k_variance_fraction,1664,-0.6990991591611694,-0.7971491318310925
event_driven,total_persistence_h1,mean_pairwise_distance,1664,0.055152685487900706,0.36678277330500053
event_driven,total_persistence_h1,median_pairwise_distance,1664,0.011561606433139365,0.350910296450313
event_driven,total_persistence_h1,std_pairwise_distance,1664,-0.11998671791222373,0.17831325164481726
event_driven,total_persistence_h1,q10_pairwise_distance,1664,0.9093098891322273,0.922525333131206
event_driven,total_persistence_h1,q50_pairwise_distance,1664,0.011561606433139365,0.350910296450313
event_driven,total_persistence_h1,q90_pairwise_distance,1664,0.005634576729383311,0.3493814899182451
event_driven,total_persistence_h1,projection_residual,208,-0.18149244009742957,-0.059148789843057714
event_driven,max_persistence_h1,effective_rank,1664,0.5452610659342417,0.6885046260674351
event_driven,max_persistence_h1,top_k_variance_fraction,1664,-0.522965967899058,-0.5181852200394778
event_driven,max_persistence_h1,mean_pairwise_distance,1664,-0.07784222748832438,0.08776367581209475
event_driven,max_persistence_h1,median_pairwise_distance,1664,-0.11766328742678211,0.06976670795639578
event_driven,max_persistence_h1,std_pairwise_distance,1664,-0.22758445181081702,-0.016663861799883235
event_driven,max_persistence_h1,q10_pairwise_distance,1664,0.7566351674918275,0.7545946741657105
event_driven,max_persistence_h1,q50_pairwise_distance,1664,-0.11766328742678211,0.06976670795639578
event_driven,max_persistence_h1,q90_pairwise_distance,1664,-0.11924837964494459,0.06825196099610331
event_driven,max_persistence_h1,projection_residual,208,-0.21306859409351578,-0.1697368192914265
event_driven,top5_persistence_h1,effective_rank,1664,0.5664838712838026,0.790590657106077
event_driven,top5_persistence_h1,top_k_variance_fraction,1664,-0.5432921727429083,-0.6320445664207796
event_driven,top5_persistence_h1,mean_pairwise_distance,1664,0.01670619150521394,0.25658254887897874
event_driven,top5_persistence_h1,median_pairwise_distance,1664,-0.02675680984107196,0.2359303515505794
event_driven,top5_persistence_h1,std_pairwise_distance,1664,-0.14490644815702483,0.12583748457695762
event_driven,top5_persistence_h1,q10_pairwise_distance,1664,0.837981147762801,0.8762402293644969
event_driven,top5_persistence_h1,q50_pairwise_distance,1664,-0.02675680984107196,0.2359303515505794
event_driven,top5_persistence_h1,q90_pairwise_distance,1664,-0.02762767494395924,0.23648357284537866
event_driven,top5_persistence_h1,projection_residual,208,-0.2200677547225868,-0.17395706443887118
event_driven,betti_curve_area_h1,effective_rank,1664,0.7319725678560367,0.9119761465674537
event_driven,betti_curve_area_h1,top_k_variance_fraction,1664,-0.6998660348619257,-0.7986828673695966
event_driven,betti_curve_area_h1,mean_pairwise_distance,1664,0.05515315829964902,0.364761024216105
event_driven,betti_curve_area_h1,median_pairwise_distance,1664,0.01149007917213543,0.3489117305770711
event_driven,betti_curve_area_h1,std_pairwise_distance,1664,-0.12038628803169318,0.176196933743615
event_driven,betti_curve_area_h1,q10_pairwise_distance,1664,0.9112587814853361,0.9233397617855893
event_driven,betti_curve_area_h1,q50_pairwise_distance,1664,0.01149007917213543,0.3489117305770711
event_driven,betti_curve_area_h1,q90_pairwise_distance,1664,0.005517555979677181,0.3474247467868435
event_driven,betti_curve_area_h1,projection_residual,208,-0.17874440248118098,0.0022967656840018526
event_driven,betti_curve_peak_h1,effective_rank,1664,0.639848986423201,0.8837886282578067
event_driven,betti_curve_peak_h1,top_k_variance_fraction,1664,-0.6029031353622484,-0.8350689732120329
event_driven,betti_curve_peak_h1,mean_pairwise_distance,1664,0.34948157913334266,0.36146348440431486
event_driven,betti_curve_peak_h1,median_pairwise_distance,1664,0.3188790296261848,0.3604400943432192
event_driven,betti_curve_peak_h1,std_pairwise_distance,1664,0.20518415147334482,0.1651401311700518
event_driven,betti_curve_peak_h1,q10_pairwise_distance,1664,0.8117595571386348,0.7846853825800043
event_driven,betti_curve_peak_h1,q50_pairwise_distance,1664,0.3188790296261848,0.3604400943432192
event_driven,betti_curve_peak_h1,q90_pairwise_distance,1664,0.30863855082121566,0.3519696222741583
event_driven,betti_curve_peak_h1,projection_residual,208,-0.038590412936968084,0.12211785187319119
event_driven,betti_curve_change_h1,effective_rank,1664,0.664861476348137,0.5041877050722262
event_driven,betti_curve_change_h1,top_k_variance_fraction,1664,-0.6266053369586599,-0.35804914282170663
event_driven,betti_curve_change_h1,mean_pairwise_distance,1664,-0.14709327940474123,0.0011022563893252684
event_driven,betti_curve_change_h1,median_pairwise_distance,1664,-0.17227458924840008,0.006336600636335466
event_driven,betti_curve_change_h1,std_pairwise_distance,1664,-0.24380705710212539,-0.12857259748382435
event_driven,betti_curve_change_h1,q10_pairwise_distance,1664,0.46957318679055887,0.21216432013951267
event_driven,betti_curve_change_h1,q50_pairwise_distance,1664,-0.17227458924840008,0.006336600636335466
event_driven,betti_curve_change_h1,q90_pairwise_distance,1664,-0.1749043853422672,0.0022573700733896835
event_driven,betti_curve_change_h1,projection_residual,208,-0.4074058071936462,-0.3374344049470721
online_landmark_event,total_persistence_h1,effective_rank,1664,0.4061107318097557,0.2573743103099286
online_landmark_event,total_persistence_h1,top_k_variance_fraction,1664,-0.3796787271092621,-0.14516983910719808
online_landmark_event,total_persistence_h1,mean_pairwise_distance,1664,-0.0859251671773231,-0.06502322880106387
online_landmark_event,total_persistence_h1,median_pairwise_distance,1664,-0.08625357680872672,-0.042321628845499656
online_landmark_event,total_persistence_h1,std_pairwise_distance,1664,-0.09398444147915753,-0.10729071715259952
online_landmark_event,total_persistence_h1,q10_pairwise_distance,1664,0.02949961066603608,-0.13291519294825166
online_landmark_event,total_persistence_h1,q50_pairwise_distance,1664,-0.08625357680872672,-0.042321628845499656
online_landmark_event,total_persistence_h1,q90_pairwise_distance,1664,-0.08837228643513555,-0.0480235205171174
online_landmark_event,total_persistence_h1,projection_residual,208,-0.5698337300197674,-0.6643169322908735
online_landmark_event,max_persistence_h1,effective_rank,1664,0.3703851146343956,0.2780730126272541
online_landmark_event,max_persistence_h1,top_k_variance_fraction,1664,-0.3479069469969421,-0.1309167884243888
online_landmark_event,max_persistence_h1,mean_pairwise_distance,1664,-0.1274505979220832,-0.07154641095637905
online_landmark_event,max_persistence_h1,median_pairwise_distance,1664,-0.13425610744931538,-0.05245796547455005
online_landmark_event,max_persistence_h1,std_pairwise_distance,1664,-0.14692917929104798,-0.11167305020192435
online_landmark_event,max_persistence_h1,q10_pairwise_distance,1664,0.08287380131321022,-0.09590432510604359
online_landmark_event,max_persistence_h1,q50_pairwise_distance,1664,-0.13425610744931538,-0.05245796547455005
online_landmark_event,max_persistence_h1,q90_pairwise_distance,1664,-0.13169453485066088,-0.05732335217499864
online_landmark_event,max_persistence_h1,projection_residual,208,-0.588257979656092,-0.6530901488651629
online_landmark_event,top5_persistence_h1,effective_rank,1664,0.3753912080912995,0.27441066933077585
online_landmark_event,top5_persistence_h1,top_k_variance_fraction,1664,-0.35266222568698946,-0.13216268358801259
online_landmark_event,top5_persistence_h1,mean_pairwise_distance,1664,-0.12168721669516949,-0.06740074569994658
online_landmark_event,top5_persistence_h1,median_pairwise_distance,1664,-0.12803383063150137,-0.04810985232303499
online_landmark_event,top5_persistence_h1,std_pairwise_distance,1664,-0.14056745073654145,-0.10875747684803234
online_landmark_event,top5_persistence_h1,q10_pairwise_distance,1664,0.08098742677276746,-0.09872349312138166
online_landmark_event,top5_persistence_h1,q50_pairwise_distance,1664,-0.12803383063150137,-0.04810985232303499
online_landmark_event,top5_persistence_h1,q90_pairwise_distance,1664,-0.12580651663462084,-0.0531150961401373
online_landmark_event,top5_persistence_h1,projection_residual,208,-0.5825265315996433,-0.6602941238303838
online_landmark_event,betti_curve_area_h1,effective_rank,1664,0.4061074318118527,0.2525024709344361
online_landmark_event,betti_curve_area_h1,top_k_variance_fraction,1664,-0.3797540379902408,-0.14084761294994444
online_landmark_event,betti_curve_area_h1,mean_pairwise_distance,1664,-0.08739116903443189,-0.059412808762300165
online_landmark_event,betti_curve_area_h1,median_pairwise_distance,1664,-0.0876707244097844,-0.037089623731415756
online_landmark_event,betti_curve_area_h1,std_pairwise_distance,1664,-0.09530319999631623,-0.10163167657537599
online_landmark_event,betti_curve_area_h1,q10_pairwise_distance,1664,0.028387594156928285,-0.13480311435905767
online_landmark_event,betti_curve_area_h1,q50_pairwise_distance,1664,-0.0876707244097844,-0.037089623731415756
online_landmark_event,betti_curve_area_h1,q90_pairwise_distance,1664,-0.0898114932400137,-0.04256548343113715
online_landmark_event,betti_curve_area_h1,projection_residual,208,-0.568530464339484,-0.6452903878227529
online_landmark_event,betti_curve_peak_h1,effective_rank,1664,0.23060937432771605,0.34827348927656826
online_landmark_event,betti_curve_peak_h1,top_k_variance_fraction,1664,-0.20207403425269965,-0.23448712508919703
online_landmark_event,betti_curve_peak_h1,mean_pairwise_distance,1664,-0.014372479106301505,-0.04006034200973168
online_landmark_event,betti_curve_peak_h1,median_pairwise_distance,1664,-0.014706510671698121,-0.03169165612605394
online_landmark_event,betti_curve_peak_h1,std_pairwise_distance,1664,-0.0065788745248687745,-0.12771186196663079
online_landmark_event,betti_curve_peak_h1,q10_pairwise_distance,1664,-0.03506280992809239,0.019657166088364285
online_landmark_event,betti_curve_peak_h1,q50_pairwise_distance,1664,-0.014706510671698121,-0.03169165612605394
online_landmark_event,betti_curve_peak_h1,q90_pairwise_distance,1664,-0.011276016911633031,-0.03185917583820873
online_landmark_event,betti_curve_peak_h1,projection_residual,208,-0.6162663792719166,-0.45635996233039655
online_landmark_event,betti_curve_change_h1,effective_rank,1664,0.4067299588623768,0.2536589138874979
online_landmark_event,betti_curve_change_h1,top_k_variance_fraction,1664,-0.3803549190166271,-0.14033659080199354
online_landmark_event,betti_curve_change_h1,mean_pairwise_distance,1664,-0.08821869285729572,-0.06816795943665588
online_landmark_event,betti_curve_change_h1,median_pairwise_distance,1664,-0.08851778672216787,-0.0460691649625277
online_landmark_event,betti_curve_change_h1,std_pairwise_distance,1664,-0.09619026837239988,-0.11020706736955602
online_landmark_event,betti_curve_change_h1,q10_pairwise_distance,1664,0.028516705210476518,-0.1339687008454969
online_landmark_event,betti_curve_change_h1,q50_pairwise_distance,1664,-0.08851778672216787,-0.0460691649625277
online_landmark_event,betti_curve_change_h1,q90_pairwise_distance,1664,-0.09065904512097286,-0.0508419091760202
online_landmark_event,betti_curve_change_h1,projection_residual,208,-0.5684477411174057,-0.6424914662920147
online_landmark_dynamic_support,total_persistence_h1,effective_rank,1664,0.7831808265409572,0.782057805851099
online_landmark_dynamic_support,total_persistence_h1,top_k_variance_fraction,1664,-0.7397731667614869,-0.6746145080250057
online_landmark_dynamic_support,total_persistence_h1,mean_pairwise_distance,1664,-0.09145644068483962,0.3389921792845922
online_landmark_dynamic_support,total_persistence_h1,median_pairwise_distance,1664,-0.12482690057039128,0.3272729827338284
online_landmark_dynamic_support,total_persistence_h1,std_pairwise_distance,1664,-0.22665842510642062,0.16003399220474196
online_landmark_dynamic_support,total_persistence_h1,q10_pairwise_distance,1664,0.6722244402666585,0.6748828812545261
online_landmark_dynamic_support,total_persistence_h1,q50_pairwise_distance,1664,-0.12482690057039128,0.3272729827338284
online_landmark_dynamic_support,total_persistence_h1,q90_pairwise_distance,1664,-0.1310020644901483,0.32387717486038564
online_landmark_dynamic_support,total_persistence_h1,projection_residual,208,-0.21434966203608058,-0.2905626366910625
online_landmark_dynamic_support,max_persistence_h1,effective_rank,1664,0.558346097732105,0.6330433454541019
online_landmark_dynamic_support,max_persistence_h1,top_k_variance_fraction,1664,-0.5292146630333339,-0.44159000339141996
online_landmark_dynamic_support,max_persistence_h1,mean_pairwise_distance,1664,-0.09035204279529503,0.15635893432963188
online_landmark_dynamic_support,max_persistence_h1,median_pairwise_distance,1664,-0.12920354674642445,0.13169074988553572
online_landmark_dynamic_support,max_persistence_h1,std_pairwise_distance,1664,-0.21971820664561625,0.07015425591552849
online_landmark_dynamic_support,max_persistence_h1,q10_pairwise_distance,1664,0.6568855702904601,0.6083890455143846
online_landmark_dynamic_support,max_persistence_h1,q50_pairwise_distance,1664,-0.12920354674642445,0.13169074988553572
online_landmark_dynamic_support,max_persistence_h1,q90_pairwise_distance,1664,-0.12402628781384564,0.1478302735204253
online_landmark_dynamic_support,max_persistence_h1,projection_residual,208,-0.33821675000183554,-0.39931957865478185
online_landmark_dynamic_support,top5_persistence_h1,effective_rank,1664,0.5544927321728645,0.668422857229306
online_landmark_dynamic_support,top5_persistence_h1,top_k_variance_fraction,1664,-0.5268158723236855,-0.486737963509634
online_landmark_dynamic_support,top5_persistence_h1,mean_pairwise_distance,1664,-0.06461789285472717,0.2167574658130416
online_landmark_dynamic_support,top5_persistence_h1,median_pairwise_distance,1664,-0.10348972710952595,0.1923925084537183
online_landmark_dynamic_support,top5_persistence_h1,std_pairwise_distance,1664,-0.1956601100029062,0.11403716332969274
online_landmark_dynamic_support,top5_persistence_h1,q10_pairwise_distance,1664,0.6702673500723996,0.6490483981590635
online_landmark_dynamic_support,top5_persistence_h1,q50_pairwise_distance,1664,-0.10348972710952595,0.1923925084537183
online_landmark_dynamic_support,top5_persistence_h1,q90_pairwise_distance,1664,-0.09901480716339144,0.2067927456633201
online_landmark_dynamic_support,top5_persistence_h1,projection_residual,208,-0.3303553754902145,-0.43200307418145745
online_landmark_dynamic_support,betti_curve_area_h1,effective_rank,1664,0.8631571979954514,0.7801311730740227
online_landmark_dynamic_support,betti_curve_area_h1,top_k_variance_fraction,1664,-0.8151608275131262,-0.6788955456188671
online_landmark_dynamic_support,betti_curve_area_h1,mean_pairwise_distance,1664,-0.15735697689329603,0.33206046519293897
online_landmark_dynamic_support,betti_curve_area_h1,median_pairwise_distance,1664,-0.18601461614432002,0.3206464165793855
online_landmark_dynamic_support,betti_curve_area_h1,std_pairwise_distance,1664,-0.27774508113341606,0.14741434410883203
online_landmark_dynamic_support,betti_curve_area_h1,q10_pairwise_distance,1664,0.5765101022136925,0.6505586505941944
online_landmark_dynamic_support,betti_curve_area_h1,q50_pairwise_distance,1664,-0.18601461614432002,0.3206464165793855
online_landmark_dynamic_support,betti_curve_area_h1,q90_pairwise_distance,1664,-0.19393190348110745,0.31571662392320926
online_landmark_dynamic_support,betti_curve_area_h1,projection_residual,208,-0.21760449100157486,-0.27454012707671777
online_landmark_dynamic_support,betti_curve_peak_h1,effective_rank,1664,0.7539917759865684,0.7085152483480065
online_landmark_dynamic_support,betti_curve_peak_h1,top_k_variance_fraction,1664,-0.7079380777274297,-0.7765740362214618
online_landmark_dynamic_support,betti_curve_peak_h1,mean_pairwise_distance,1664,0.21560502066554232,0.5235418458627763
online_landmark_dynamic_support,betti_curve_peak_h1,median_pairwise_distance,1664,0.19420169160475234,0.5285043307664856
online_landmark_dynamic_support,betti_curve_peak_h1,std_pairwise_distance,1664,0.09301222994315107,0.3101562596958804
online_landmark_dynamic_support,betti_curve_peak_h1,q10_pairwise_distance,1664,0.6618642198057447,0.6660829982537094
online_landmark_dynamic_support,betti_curve_peak_h1,q50_pairwise_distance,1664,0.19420169160475234,0.5285043307664856
online_landmark_dynamic_support,betti_curve_peak_h1,q90_pairwise_distance,1664,0.17685575441945672,0.5071718317628118
online_landmark_dynamic_support,betti_curve_peak_h1,projection_residual,208,0.2297379254988129,0.23020276029582318
online_landmark_dynamic_support,betti_curve_change_h1,effective_rank,1664,0.8121138043591382,0.5075559736168093
online_landmark_dynamic_support,betti_curve_change_h1,top_k_variance_fraction,1664,-0.7621067333865305,-0.399869646878007
online_landmark_dynamic_support,betti_curve_change_h1,mean_pairwise_distance,1664,-0.1479175756730923,0.038317402078061065
online_landmark_dynamic_support,betti_curve_change_h1,median_pairwise_distance,1664,-0.17257377952237102,0.03937627182563298
online_landmark_dynamic_support,betti_curve_change_h1,std_pairwise_distance,1664,-0.2501830316923199,-0.11618540414998538
online_landmark_dynamic_support,betti_curve_change_h1,q10_pairwise_distance,1664,0.48766635905444056,0.24901345399393277
online_landmark_dynamic_support,betti_curve_change_h1,q50_pairwise_distance,1664,-0.17257377952237102,0.03937627182563298
online_landmark_dynamic_support,betti_curve_change_h1,q90_pairwise_distance,1664,-0.1790524951796639,0.033516221332892705
online_landmark_dynamic_support,betti_curve_change_h1,projection_residual,208,-0.3355451480583183,-0.35475059483738197
