run_id,run_dir,experiment,geometry,mechanism,model,n,d,schedule,severity,mover_frac,noise,seed,regime,metric_family,best_metric,detection_epoch,normalized_detection_time,detected,max_epoch
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_tightening/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_tightening,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster tightening,Topological,betti_curve_change_h1,2.0,0.04,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_tightening/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,collapse_ph,clustered_gaussian,cluster_tightening,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,1000,50,linear,moderate,1.0,0.0,123,Cluster tightening,Spectral,effective_rank,20.0,0.4,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_tightening/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,collapse_ph,clustered_gaussian,cluster_tightening,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,1000,50,linear,moderate,1.0,0.0,123,Cluster tightening,Geometric,q10_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_tightening/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,collapse_ph,clustered_gaussian,cluster_tightening,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,1000,50,linear,moderate,1.0,0.0,123,Cluster tightening,Topological,betti_curve_change_h1,2.0,0.04,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_tightening/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,collapse_ph,clustered_gaussian,cluster_tightening,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,1000,50,linear,moderate,1.0,0.0,821,Cluster tightening,Spectral,effective_rank,22.0,0.44,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_tightening/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,collapse_ph,clustered_gaussian,cluster_tightening,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,1000,50,linear,moderate,1.0,0.0,821,Cluster tightening,Geometric,q10_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_tightening/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,collapse_ph,clustered_gaussian,cluster_tightening,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,1000,50,linear,moderate,1.0,0.0,821,Cluster tightening,Topological,betti_curve_change_h1,2.0,0.04,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_tightening/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,collapse_ph,clustered_gaussian,cluster_tightening,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,1000,50,linear,moderate,1.0,0.0,1111,Cluster tightening,Spectral,effective_rank,24.0,0.48,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_tightening/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,collapse_ph,clustered_gaussian,cluster_tightening,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,1000,50,linear,moderate,1.0,0.0,1111,Cluster tightening,Geometric,q10_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_tightening/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,collapse_ph,clustered_gaussian,cluster_tightening,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,1000,50,linear,moderate,1.0,0.0,1111,Cluster tightening,Topological,betti_curve_change_h1,2.0,0.04,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_tightening/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,collapse_ph,clustered_gaussian,cluster_tightening,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,1000,50,linear,moderate,1.0,0.0,1823,Cluster tightening,Spectral,effective_rank,24.0,0.48,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_tightening/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,collapse_ph,clustered_gaussian,cluster_tightening,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,1000,50,linear,moderate,1.0,0.0,1823,Cluster tightening,Geometric,q10_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_tightening/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,collapse_ph,clustered_gaussian,cluster_tightening,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,1000,50,linear,moderate,1.0,0.0,1823,Cluster tightening,Topological,betti_curve_change_h1,2.0,0.04,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,1000,50,linear,moderate,1.0,0.0,5,Cluster merging,Spectral,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,1000,50,linear,moderate,1.0,0.0,5,Cluster merging,Geometric,mean_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,1000,50,linear,moderate,1.0,0.0,5,Cluster merging,Topological,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,1000,50,linear,moderate,1.0,0.0,17,Cluster merging,Spectral,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,1000,50,linear,moderate,1.0,0.0,17,Cluster merging,Geometric,mean_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,1000,50,linear,moderate,1.0,0.0,17,Cluster merging,Topological,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,1000,50,linear,moderate,1.0,0.0,26,Cluster merging,Spectral,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,1000,50,linear,moderate,1.0,0.0,26,Cluster merging,Geometric,mean_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,1000,50,linear,moderate,1.0,0.0,26,Cluster merging,Topological,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Spectral,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Geometric,mean_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Topological,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Spectral,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Geometric,mean_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Topological,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Spectral,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Geometric,mean_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Topological,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,1000,50,linear,moderate,1.0,0.0,123,Cluster merging,Spectral,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,1000,50,linear,moderate,1.0,0.0,123,Cluster merging,Geometric,mean_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,1000,50,linear,moderate,1.0,0.0,123,Cluster merging,Topological,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,1000,50,linear,moderate,1.0,0.0,821,Cluster merging,Spectral,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,1000,50,linear,moderate,1.0,0.0,821,Cluster merging,Geometric,mean_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed821,1000,50,linear,moderate,1.0,0.0,821,Cluster merging,Topological,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,1000,50,linear,moderate,1.0,0.0,1111,Cluster merging,Spectral,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,1000,50,linear,moderate,1.0,0.0,1111,Cluster merging,Geometric,mean_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1111,1000,50,linear,moderate,1.0,0.0,1111,Cluster merging,Topological,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,1000,50,linear,moderate,1.0,0.0,1823,Cluster merging,Spectral,,,,False,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,1000,50,linear,moderate,1.0,0.0,1823,Cluster merging,Geometric,mean_pairwise_distance,10.0,0.2,True,50.0
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed1823,1000,50,linear,moderate,1.0,0.0,1823,Cluster merging,Topological,,,,False,50.0
isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/radial_collapse/isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,collapse_ph,isotropic,radial_collapse,isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,1000,50,linear,moderate,1.0,0.0,5,Radial,Spectral,,,,False,50.0
isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/radial_collapse/isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,collapse_ph,isotropic,radial_collapse,isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,1000,50,linear,moderate,1.0,0.0,5,Radial,Geometric,mean_pairwise_distance,6.0,0.12,True,50.0
isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/radial_collapse/isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,collapse_ph,isotropic,radial_collapse,isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed5,1000,50,linear,moderate,1.0,0.0,5,Radial,Topological,betti_curve_change_h1,2.0,0.04,True,50.0
isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/radial_collapse/isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,collapse_ph,isotropic,radial_collapse,isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,1000,50,linear,moderate,1.0,0.0,17,Radial,Spectral,,,,False,50.0
isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/radial_collapse/isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,collapse_ph,isotropic,radial_collapse,isotropic_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed17,1000,50,linear,moderate,1.0,0.0,17,Radial,Geometric,mean_pairwise_distance,6.0,0.12,True,50.0
